Cluster,Rank,Code,Description,Micro dept,Qty,Sales
5001 - 10000,8115,683463,STAEDTLER 5BTRD WRI.& DRAW.PENC1PC,PENCILS,5096,417345
5001 - 10000,8116,370601,CERES 100% MEDLEY OF FRUITS 1L,TETRA,1207,417336
5001 - 10000,8117,460243,CUMIN SEEDS PER KG,PEAS,312,417152
5001 - 10000,8118,610361,FAY WET TISSUE PURE 10S,POCKET WIPES,7176,417138
5001 - 10000,8119,524412,COFFEE TABLE C640,COFFEE TABLES,86,417026
5001 - 10000,8120,524411,COFFEE TABLE C637,COFFEE TABLES,86,417026
5001 - 10000,8121,330295,LURON E/TONE REPLENISHINGCREAM50M,BODY JELLIES,2717,416919
5001 - 10000,8122,410857,MINI MARSHMALLOW SOUR COLA15G,SOFT SWEETS,5932,416908
5001 - 10000,8123,574400,BODY WASH MEN ACTIVE FRESH400ML,SHOWER GELS BEAUTY,656,416897
5001 - 10000,8124,556653,CRAN BRIGHT SCH SHOE #S19(37-41),SCHOOL SHOES,154,416862
5001 - 10000,8125,670028,EXE SUP 120PG SQ/L A5,EXERCISE BOOKS,9316,416653
5001 - 10000,8126,410087,ALMONDS 250G,ALMONDS,699,416604
5001 - 10000,8127,980882,SANTA MARIA LIGHT SOY SAUCE 620ML,SOY SAUCE,1638,416560
5001 - 10000,8128,681617,FRESH BAG-BLACK 20G,CAR AIR FRESHENER,1361,416513
5001 - 10000,8129,921734,PREMIUM POLO TSHIRT,T-SHIRTS,276,416379
5001 - 10000,8130,360322,HEXA PACK LILLY,INCENSE STICKS,7918,416378
5001 - 10000,8131,547529,AVALON GIN 250ML,GIN,1840,416328
5001 - 10000,8132,654346,RAMTON 25LT DIG.MICROWAVE BLCK,STANDARD MICROWAVE,40,416271
5001 - 10000,8133,786815,APPLE PINK LADY PP * 4 PER PACK,APPLE,1428,416122
5001 - 10000,8134,687009,CLUB 99 P/P P/CREAM -3PCS 75G,CREAMY,4874,415971
5001 - 10000,8135,500943,WAVES CRISPS - CHILLI LEMON 30G,FOIL PACK,10850,415880
5001 - 10000,8136,500307,CRUNCH N CREAM STRAWBERRY 135G,WAFERS,2010,415862
5001 - 10000,8137,420819,TABASCO RED PEPER SAUCE 60ML,HOT SAUCES,1007,415822
5001 - 10000,8138,230404,PANTS MIDI 31+4 TWIN 6.1-9KG,BABY DIAPER PANTS,489,415785
5001 - 10000,8139,430022,BEANS IN TOMATO SAUCE 420G,BAKED BEANS,3780,415683
5001 - 10000,8140,400077,YOGHURT VANILLA 500MLBT,FRUIT AND FLAVOURED YOGHURT,4774,415667
5001 - 10000,8141,575283,NOTEBOOKÂ HEART SERIES PRAGMA A5,A6 NOTEBOOK,912,415636
5001 - 10000,8142,600033,DETTOL HANDWASH ORIG 200ML PUMP,ANTIBACTERIAL HANDWASH,1115,415565
5001 - 10000,8143,970951,NICE ONE THERMOS(FLASK) 3.2L W808,BEVERAGE FLASKS,332,415425
5001 - 10000,8144,351945,O BL RENDEZVOUS BLUE 750ML NON-ALC,NON ALCHOLIC,941,415422
5001 - 10000,8145,676490,PALMOLIVE SHOWER GEL CHRL & MINT,SHOWER GELS BEAUTY,731,415345
5001 - 10000,8146,329340,BLENDER 1.5L ABL-355ECO,BLENDER,106,415293
5001 - 10000,8147,501310,HOT&SPICY CHEVDO 250G,CHEVDA,1622,415288
5001 - 10000,8148,525316,JAKE WATERMELONS 100GM,SOFT SWEETS,1661,415250
5001 - 10000,8149,480332,CHEESELOVE MOZARELLA CHEESE 250G,PROCESSED SLICES CHEESE,1006,415026
5001 - 10000,8150,674599,STAED TRADITION H PENCIL,PENCILS,5067,414970
5001 - 10000,8151,684303,EXTRA CRUNCHY CORNFLAKES750G,FLAKES,475,414796
5001 - 10000,8152,220666,MOSQUITO REPELLENT 100G,BABY EMOLLIENTS,3007,414759
5001 - 10000,8153,536311,NUMBER + CANDLE,CANDLES,3700,414673
5001 - 10000,8154,211180,LOVE MUG SINGLE,MUGS,740,414655
5001 - 10000,8155,310558,PHILIPS BULB 60WATTS B22,B22 LED BULB,8015,414569
5001 - 10000,8156,401071,SIDE DELA PREMCHOC CHIPS YOG 150ML,FRUIT AND FLAVOURED YOGHURT,5939,414495
5001 - 10000,8157,525831,ORAIMO 3IN1,WIRED HEADPHONE,601,414483
5001 - 10000,8158,684797,TC BLANKET 5 X 6,SCHOOL BLANKETS,180,414310
5001 - 10000,8159,580153,AQUAFRESH 3PACK CLEAN&FLEX SOFT,MANUAL TOOTHBRUSH,1061,414310
5001 - 10000,8160,648308,AMLA HAIR OIL 90ML,HAIR OIL,2003,414243
5001 - 10000,8161,785972,GRANNY SMITH APPLE PP X 4 PER PAC,APPLE,1543,414217
5001 - 10000,8162,576145,SANTA MARIA PASTA CAVAT. 400G,SHORT CUT PASTA,3059,414187
5001 - 10000,8163,601714,HANDWASH CARNATION 500ML,SOCIAL HANDWASH,3120,413972
5001 - 10000,8164,677850,VIRGIN COCONUT OIL 15ML 1PC,VIRGIN COCONUT OIL,24010,413966
5001 - 10000,8165,986047,ABDUL CLASSIC DENIM JEANS,JEANS,150,413793
5001 - 10000,8166,681938,CABERNET SAUVIGNON -750 ML,CABERNET SAUVIGNON,357,413767
5001 - 10000,8167,650992,FRICTION CAR ASST,R/C CAR/HELICOP/DRONES/BOATS,883,413611
5001 - 10000,8168,390667,FARAJA PREMIUM TEA TANGAWIZI 100G,BLACK LOOSE,7995,413534
5001 - 10000,8169,652628,GRAND DARK 34PRCNT H/NUT 150G,PREMIUM CHOCO,358,413525
5001 - 10000,8170,565277,MSAFI PURPLE DET 500G JAR-LAV,HAND WASH POWDER,3133,413232
5001 - 10000,8171,280600,ASTONISH F/CLEANER LAVENDER 1L,FLOOR POLISH,749,413159
5001 - 10000,8172,510352,UMIX MANDAZI FLOUR 1KG,SELF RAISING,3027,413145
5001 - 10000,8173,785974,CRISP RED APPLE PP X 4 PER PACK,APPLE,1719,413091
5001 - 10000,8174,320022,RAMTON MICRO+GRILL 20L RM240 SLV,MICROWAVE WITH GRILL,41,413043
5001 - 10000,8175,480330,CHEESELOVE WHT CHEDDAR PRTN 250GM,PROCESSED SLICES CHEESE,864,413039
5001 - 10000,8176,670918,MATHEMATICAL SET MAT1,MATHEMATICAL SET,2100,412961
5001 - 10000,8177,525772,CHARGER ORAIMO UK OCW U66S BLACK,USB A CHARGING CABLE,626,412836
5001 - 10000,8178,684267,JUMBO OATS 1KG,OATS,1041,412828
5001 - 10000,8179,360128,TROPIKAL WILD MUSK 300ML,AIR FRESHNER AEROSOLS,1364,412824
5001 - 10000,8180,720708,HOOKKS RAINBOW UMBRELLA,FOLD,665,412759
5001 - 10000,8181,250271,PADLOCK TRICIRCLE 101,CYLINDRICAL,1651,412750
5001 - 10000,8182,523297,EXCELLENCE ORANGE INTENSE 100G,PREMIUM CHOCO,570,412574
5001 - 10000,8183,413752,HD F/PIPING MATT 74x48x8,FOAM,47,412466
5001 - 10000,8184,700041,MINI FRUIT CAKE 500GMS,WHOLE CAKES,2798,412464
5001 - 10000,8185,550441,SURGICAL SPIRIT 70% 250ML,SURGICAL SPIRIT,4686,412368
5001 - 10000,8186,630319,SUPER BABY BATH,BASINS&BUCKETS,740,412328
5001 - 10000,8187,407515,KASO SPORTS WEAR AEROCOOL,TROUSER,688,412207
5001 - 10000,8188,510276,DOLA MAIZE MEAL 10KG,NON PREMIUM,517,412080
5001 - 10000,8189,671176,CRAYONS JUMBO CR-J12A 12COL,COLOR PENCILS+FELT PENS,1527,411749
5001 - 10000,8190,711205,PRIMUS BURNER 6KG,BURNERS AND REGULATORS,1016,411655
5001 - 10000,8191,546415,PENCIL POUCHVBK237,KIDS ACCESSORIES,1061,411595
5001 - 10000,8192,450541,JUST STRAWBERRY JAM 300G,PREMIUM JAMS,1226,411512
5001 - 10000,8193,545948,SEA SALT WHOLE 100ML,SEA SALT,1861,411422
5001 - 10000,8194,371122,SODA APPLE DRINK 350ML,CSD,11925,411213
5001 - 10000,8195,421164,BLACK PEPPER 100G JAR,POWDER SPICES,2129,411117
5001 - 10000,8196,360529,DISINFECTANT TOILET BALL WHT 200G,TOILET BALL,2805,411078
5001 - 10000,8197,567515,N KING 180X204 MATT PROTECTOR KING,MATTRESS PROTECTOR,156,411077
5001 - 10000,8198,930655,SHOWER CAP,LADIES HATS AND CAPS,5960,411034
5001 - 10000,8199,230438,BABY PANTS MINIJUNIOR-8/7,BABY DIAPER PANTS,2097,410979
5001 - 10000,8200,681608,CHACHO S/PAPRIKA CORNRINGS 25G,CORN PUFFS,15891,410979
5001 - 10000,8201,561543,STYLING GEL 250ML,HAIR GEL AND WAX,1035,410970
5001 - 10000,8202,530365,PC ULTIMATE CAR MAT BLACK 81041 2,HAND TOOLS,84,410948
5001 - 10000,8203,682998,TROPNUTS - FRIED PEAS 150G,PEAS,2804,410931
5001 - 10000,8204,370782,ORCHID VALLEY ORANGE DELIGHT 1L,TETRA,1756,410803
5001 - 10000,8205,601709,SCOURING PWDER LMN FRESH 1KG,SCOURING CREAM & POWDER,2888,410793
5001 - 10000,8206,556339,FUN SMALL CHCLTE EGG -GIRL 15G,KIDS CHOCO,4582,410773
5001 - 10000,8207,470463,H RICE CRISPIES 450G VALUE PACK,CEREAL POPS,844,410764
5001 - 10000,8208,420026,WHITE PEPPER GROUND 100G,POWDER SPICES,808,410718
5001 - 10000,8209,370331,QUENCHER LEMON TREAT 3L,CORDIALS,1046,410553
5001 - 10000,8210,390543,JANI GREEN MINT TEA HANDY 50G,GREEN LOOSE,2574,410508
5001 - 10000,8211,413564,JET SPORT FOOTBALL SIZE 2,BOYS PLAYSET,532,410466
5001 - 10000,8212,600709,SAVLON ANTISEPTIC 250ML,ANTISEPTIC,852,410447
5001 - 10000,8213,409012,G SOUR BELTS - LEMON SORBET,CHEWS,3328,410392
5001 - 10000,8214,525725,NICE 1KG JAR,DIGESTIVE & OATS,800,410345
5001 - 10000,8215,290309,SAFISHA HANDY CLEANER 1S,SCOURING SPONGES,10577,410321
5001 - 10000,8216,400461,YOG MIXED BERRIES BTL 1L,FRUIT AND FLAVOURED YOGHURT,2473,410315
5001 - 10000,8217,700066,LEMON FANCY CAKE 250G,WHOLE CAKES,4758,410172
5001 - 10000,8218,440282,MOUNTAIN CANOLA OIL HERB 1L,CANOLA OIL,1212,410155
5001 - 10000,8219,561334,COCOBUTTER LOTION 600ML,BODY LOTIONS,1408,410009
5001 - 10000,8220,480284,BROWNS FETA 180G,PROCESSED SLICES CHEESE,787,409932
5001 - 10000,8221,421158,CARDAMOMS 50G JAR,POWDER SPICES,2161,409845
5001 - 10000,8222,220261,PJ BABY PERFUMED 100/95ML(N.P),BABY EMOLLIENTS,3521,409772
5001 - 10000,8223,676497,GILDA TOMATO PASTE - 400G,TOMATO PASTE,2515,409771
5001 - 10000,8224,242716,BIG BUBBLE STICK,OTHER UNISEX ITEMS,2640,409655
5001 - 10000,8225,421172,TUMERIC 50G JAR,POWDER SPICES,5940,409655
5001 - 10000,8226,678284,MWO MS3032JAS 30L SOLO BLK,STANDARD MICROWAVE,19,409573
5001 - 10000,8227,287287,BOXER SHORTS MSN #E-200,BOXERS,819,409500
5001 - 10000,8228,506292,GINGER LEMON COOKIES 300G,COOKIES,1049,409482
5001 - 10000,8229,652629,GRAND MILK 34PRCNT H/NUT 150G,PREMIUM CHOCO,357,409451
5001 - 10000,8230,563684,MENS SPEEDY 101 NATURAL BLACK,HAIR DYE,332,409276
5001 - 10000,8231,400466,YOG S/BERRY BTL 3L,FRUIT AND FLAVOURED YOGHURT,895,409243
5001 - 10000,8232,677015,ORGANICS CHIA SEED(BLK)GST250G,DRY FRUITS & SEEDS,1169,409150
5001 - 10000,8233,634892,DRUM 120 SILVER,WATER DRUMS,211,409138
5001 - 10000,8234,786743,MARKIES POTATOES,POTATOES,2395,409076
5001 - 10000,8235,506073,GOLDEN MARIE 100G,SHORT CAKE,13553,408931
5001 - 10000,8236,678717,DINING MARBLE CT 05-2,DINING TABLE SET,5,408897
5001 - 10000,8237,440109,GOLDEN FRY COOKING OIL 20L,VEGETABLE OIL,85,408659
5001 - 10000,8238,630263,LUXURY BABY BATH,BASINS&BUCKETS,526,408560
5001 - 10000,8239,653131,ASSORTED SUNGLASSES,SUNGLASSES,1215,408491
5001 - 10000,8240,352037,ELECTIO DRY WHT CHARDONAY WINE 75,CHARDONNAY,379,408405
5001 - 10000,8241,650927,TROPICAL CLASSIC NET 6*6,STAND NET,136,408000
5001 - 10000,8242,800482,2,QUICKMART,4732,407969
5001 - 10000,8243,501037,NUVITA ENERGY GLUCOSE BISC 75G,SHORT CAKE,15651,407965
5001 - 10000,8244,989809,HEAVY BATH TOWEL,BATH TOWEL,247,407763
5001 - 10000,8245,410708,MCVITIES DIGESTIVE LIGHT 400G,DIGESTIVE & OATS,860,407759
5001 - 10000,8246,681110,QUICK BREAKFAST OATS 250G,OATS,3153,407736
5001 - 10000,8247,350508,BAY DRY WHITE 750ML,BLENDED WHITE,404,407482
5001 - 10000,8248,470274,TROPICAL CLUSTER MUESLI 750G,GRANOLA & MUESLI,475,407435
5001 - 10000,8249,243426,GALAXY STAR WARS ASSRTD,R/C CAR/HELICOP/DRONES/BOATS,553,407432
5001 - 10000,8250,635883,FOODMATE SQUARE 6 6LTR,PLASTIC KITCHEN STORAGE,1188,407350
5001 - 10000,8251,404352,A/FRYR OIL FREE DGTLRM/585,DEEP FRYER,45,407064
5001 - 10000,8252,340135,TWISTER VAN/SRAW 130ML CUP,INDIVIDUAL CUPS / POTS,7615,407009
5001 - 10000,8253,560010,RADIANT CREAM ANTIDANDRUFF 60G,HAIR FOODS,4539,406945
5001 - 10000,8254,243424,SPEED RIDER,EXPLORATION,1119,406621
5001 - 10000,8255,540957,FECT ADULT SENSITIVE - 2KG,DOG FOOD,176,406560
5001 - 10000,8256,550239,SEAS COD LIVER OIL 100ML,SUPPLIMENTS,609,406478
5001 - 10000,8257,658631,AIRFRESHNER-LEMON 300ML,AIR FRESHNER AEROSOLS,2418,406474
5001 - 10000,8258,580104,LISTRINE T/CARE TARTAR PRTCT25OML,MOUTHWASH LIQUIDS,491,406345
5001 - 10000,8259,220704,GOLD 400G 0-6MONTHS STAGE1,BABY FORMULA,206,406328
5001 - 10000,8260,370647,FRUITFULL S/BERRY APPLE 100ML,TETRA,18848,406206
5001 - 10000,8261,280456,AXION PASTE LEMON YELL 800G/750G,DISHWASHING PASTE,967,406182
5001 - 10000,8262,670010,LOOSE LEAF PAD A4,LEGAL PAD,4131,405993
5001 - 10000,8263,570846,ROLL ON CARIBBEAN LEMON 50ML,DEO ROLL-ONS,1388,405970
5001 - 10000,8264,565116,SPARKLNG GRNDE FRNCE ICE WNS750ML,SPARKLING ROSE,259,405855
5001 - 10000,8265,250282,TRICIRCLE PADLOCK 266,CYLINDRICAL,263,405836
5001 - 10000,8266,500889,CRUNCHY LEMON 60*15G,SHORT CAKE,1538,405714
5001 - 10000,8267,525366,YELLOW TAPE 60X220,TAPES,1012,405672
5001 - 10000,8268,555072,COW SANDWICH CHEESE SLICES 200G,SHREDDED CHEESE,677,405616
5001 - 10000,8269,243431,KIDS PLAY ASSORTED - 575AX16,R/C CAR/HELICOP/DRONES/BOATS,2352,405517
5001 - 10000,8270,450071,ZESTA PINEAPPLE JAM 500G EOT,MARMALADE JAMS,1573,405454
5001 - 10000,8271,400130,DELITE YOGH S/BERRY 150ML CUP,FRUIT AND FLAVOURED YOGHURT,8874,405450
5001 - 10000,8272,620029,MOSQUITO RED COILS 10S,MOSQUITO COILS,10451,405427
5001 - 10000,8273,360275,MART T/CLNR 200G OCEAN 4*50G GRN,TOILET BLOCK,1254,405388
5001 - 10000,8274,290524,GI MOP LARGE WITH HANDLE L9C,STANDARD MOPS,1449,405336
5001 - 10000,8275,290312,BRITE SCRUBBING PAD 4PACK,SCOURING PADS,5224,405310
5001 - 10000,8276,601425,PP&GENTL WTH LMON FLW EXT GRN125G,SOAP BEAUTY,1828,405045
5001 - 10000,8277,280521,GL/TL/WDCLEANEROCEAN 500ML,GLASS CLEANER,2447,405021
5001 - 10000,8278,652256,GX3 COOL SOAP,SOAP ANTIBACTERIAL,696,405000
5001 - 10000,8279,536266,BLEACH (1 L),REGULAR,2873,404957
5001 - 10000,8280,547459,POLO BOTTLE NO.3,SPORT BOTTLES,3168,404906
5001 - 10000,8281,408535,CERE FLAKES WITH MILK12x420G,FLAKES,701,404888
5001 - 10000,8282,400773,YOGHURT S/BERRY 500MLBT,FRUIT AND FLAVOURED YOGHURT,4650,404871
5001 - 10000,8283,525901,R-ON M A/PRSPT IN/FRESH 50ML,DEO ROLL-ONS,1435,404836
5001 - 10000,8284,525212,SPORTS SOCKS 3,SOCKS,2347,404655
5001 - 10000,8285,681199,TREATOS DIGESTIVE 170G,DIGESTIVE & OATS,4333,404634
5001 - 10000,8286,575373,KNORR MUSHROOM SOUP 50G,PLAIN,3642,404612
5001 - 10000,8287,408730,CUP&DOME PIERCED LID 100/500MLCLR,DISPOSABLE CUPS,3910,404482
5001 - 10000,8288,652192,GROOMING KIT 46083,BABY BOTTLES AND ACCESSORIES,687,404480
5001 - 10000,8289,550303,NAIL CUTTERBRISTLE SINGLE104812,GROOMING TOOLS,2932,404414
5001 - 10000,8290,350772,BACARDI SPICED RUM 700ML,RUM,202,404338
5001 - 10000,8291,370656,SUPERBERRY RED JUICE 1L,TETRA,783,404325
5001 - 10000,8292,644906,STAINLESS KITCHN TOWEL HLDER 11*6,HOLDERS AND DISPENSERS,1116,404069
5001 - 10000,8293,655660,COLOURED MUG,MUGS,5265,403952
5001 - 10000,8294,480001,LOW FAT BEEF SAUSAGE 400G,BEEF SAUSAGES,1097,403809
5001 - 10000,8295,679668,HAPPY EGG 12 PACK,12 PACK,1442,403760
5001 - 10000,8296,220251,JOHNSONS BABY LOTION SOAP 100G,BABY TOILETRIES,3447,403695
5001 - 10000,8297,530616,SHIELD SHEEN EXTREME NU CAR 750ML,HAND TOOLS,334,403681
5001 - 10000,8298,420227,PILAU 50G PET JAR,POWDER SPICES,3195,403664
5001 - 10000,8299,407274,GOURMET MEDIUM GRIND M/ROAST 250G,GROUND,407,403650
5001 - 10000,8300,681702,S/CALMING BABY OIL 100ML,BABY EMOLLIENTS,763,403560
5001 - 10000,8301,370536,DRINK 5LITRE,CORDIALS,715,403125
5001 - 10000,8302,683462,STAEDTLER 4BTRD WRI.& DRAW.PENC1PC,PENCILS,4922,403095
5001 - 10000,8303,785998,"CUCUMBER ENGLISH
 
  P/KG",CUCUMBER,1590,403080
5001 - 10000,8304,686820,DIAPER SPACE MINIi M-9,BABY DIAPER TAPED,1973,402971
5001 - 10000,8305,450194,VANILLA ESSENCE 500ML,BAKING INGREDIENTS,2278,402585
5001 - 10000,8306,408783,SANTA MARIA APPLE CIDERV/GAR250ML,VINEGAR,1698,402543
5001 - 10000,8307,610634,VELVEX FACIAL TISSUE PREMIUM SLV,FACIAL TISSUES,3634,402258
5001 - 10000,8308,565110,OREANDA SEMI SWEET750ML,SWEET WHITE WINE,344,402165
5001 - 10000,8309,290307,SAFISHA GROOVY SPONGE 1S,SCOURING SPONGES,7402,402005
5001 - 10000,8310,210540,GLASSES BLUE 200ML,DISPOSABLE TUMBLERS,6216,401897
5001 - 10000,8311,400050,VANILLA YOGHURT 250ML PK,FRUIT AND FLAVOURED YOGHURT,7770,401896
5001 - 10000,8312,600991,WHITESTAR BAR SOAP 500GMS,TABS,3586,401879
5001 - 10000,8313,406696,QIKDRI H/PPR TWLS EMB120 SHTS 24s,HAND TOWELS,2388,401431
5001 - 10000,8314,390189,CLASSIC TEA 500GMS,BLACK LOOSE,1771,401353
5001 - 10000,8315,406880,DUVET 6X6,COMFORTERS,259,401345
5001 - 10000,8316,780479,PACKED IRIO MIX(500GM),IRIO MIX,1752,401208
5001 - 10000,8317,643484,FRYING PAN 24CM,POTS AND PANS,304,401142
5001 - 10000,8318,684770,BASMATI RICE 1KG,BASMATI RICE,1458,401031
5001 - 10000,8319,681638,ORÃ‰AL PARIS GLYCOLIC B/SERUM 15ML,FACE SERUMS,285,400965
5001 - 10000,8320,280786,INDUSTRIAL GLOVES 250G,GLOVES,679,400961
5001 - 10000,8321,677639,CUPCAKE -200 GMS- CHOCOLATE,WHOLE CAKES,4698,400950
5001 - 10000,8322,676582,VILEDA GLOVE SUPERGRIP LARGE,SCOURING SPONGES,1107,400810
5001 - 10000,8323,570274,BODY MILK 200ML DRY,BODY LOTIONS,3149,400724
5001 - 10000,8324,440017,SUN GOLD SEED OIL 1L,SUNFLOWER OIL,1124,400624
5001 - 10000,8325,400059,S/BERRY YOGHURT 250MLPK,FRUIT AND FLAVOURED YOGHURT,7745,400603
5001 - 10000,8326,526159,SUN - DRIED OMENA 250G,DRIED OMENA,1475,400375
5001 - 10000,8327,380190,VIMTO SPARKLING DRINK 500ML,PET,6826,400145
5001 - 10000,8328,545768,HIBISCUS DRIED FLOWER200GM,GHERKINS,1751,400013
5001 - 10000,8329,684112,BERNARDO CAVALLI 3 PC SUIT,DRESS,29,400000
5001 - 10000,8330,550260,MENTHO PLUS PAIN BALM 9G,PAIN RELIEF,7272,399960
5001 - 10000,8331,989654,ENIGMA CLASSIC 110ML ICECREAMSTCK,STICK AND BARS,4639,399914
5001 - 10000,8332,560050,CURL ACTIVATOR GEL 360G,HAIR GEL AND WAX,1737,399809
5001 - 10000,8333,635625,BANANI S/STEEL MOP 209385,STANDARD MOPS,229,399763
5001 - 10000,8334,406062,G/STOV GLS/TP 2B HC MGS7002HC,2 GAS BURNER,65,399720
5001 - 10000,8335,982234,WALL HOOKS NS222901,HOOKS,3091,399698
5001 - 10000,8336,410084,RAW CASHEWNUTS 250G,CASHEW NUTS,776,399640
5001 - 10000,8337,761291,MACKEREL PER KG,SEA FOOD,437,399562
5001 - 10000,8338,565469,AIR FRESHENER PINEAPPLE360ML,AIR FRESHNER AEROSOLS,1914,399540
5001 - 10000,8339,405221,CHOCO PILLOW 375g,CEREAL POPS,963,399463
5001 - 10000,8340,678334,ISOT.W/WIPES S/SKIN 60X12 IHR,NORMAL WIPES,2405,399207
5001 - 10000,8341,970945,NICE ONE WINE GLASS R0210,DRINKING GLASSES,2315,399138
5001 - 10000,8342,647228,COCONUT SHEEN SPRAY 85ML,HAIR SPRAYS,2108,399020
5001 - 10000,8343,676440,YOGHURT ORANGE BISCUITS 450ML,FRUIT AND FLAVOURED YOGHURT,1343,399006
5001 - 10000,8344,645240,BUTTER KNIFE,HOOKS,2984,398724
5001 - 10000,8345,500359,G BISCUITS 300PCS,SHORT CAKE,1541,398534
5001 - 10000,8346,421163,CINNAMON GROUND 100G JAR,POWDER SPICES,2718,398328
5001 - 10000,8347,556049,ABDUL V8 JEANS,JEANS,165,398276
5001 - 10000,8348,556234,VON WM FL VALW-08FVK 8KG SLV,FRONT LOADING WASHERS,8,398241
5001 - 10000,8349,410205,MENTOS P FRESH W/G BLST PACK14G,CHEWS,5367,397898
5001 - 10000,8350,412987,DESIGN A4 200PGS S/L,OTHER BOOKS,2470,397886
5001 - 10000,8351,601501,B/KING H/LIQUID SOP LMN500ML,VALUE HANDWASH,2131,397755
5001 - 10000,8352,280734,AIRWICK KE FRESH WATER STICK UPS,AIR FRESHNER GELS,2006,397741
5001 - 10000,8353,570136,NIVEA SGEL ENERGY 500ML,SHOWER GELS FAMILY,510,397665
5001 - 10000,8354,330086,TRUST RIBBED CONDOMS 3PC,CONDOMS,7688,397655
5001 - 10000,8355,370096,CERES 100% ORANGE 1L(CORE),TETRA,1025,397629
5001 - 10000,8356,686575,ORAIMO SMARTWATCH OSW OSW-805,SMART WATCH,93,397388
5001 - 10000,8357,400648,SIDE MOLO MILK POUCH 500ML,FULL FAT,6735,397365
5001 - 10000,8358,565475,HW CCNT MILK A/BCTERIAL400ML,VALUE HANDWASH,2450,397312
5001 - 10000,8359,420623,KEVIAN TOMATO KETCHUP 700G,KETCHUP,2199,397296
5001 - 10000,8360,561453,GLYCERINE LOTION 600ML,BODY LOTIONS,1352,397290
5001 - 10000,8361,500998,ROASTED CASHEWNUTS 200GMS,CASHEW NUTS,1036,397269
5001 - 10000,8362,780405,SWEET MELON PER KG,MELON,1727,397226
5001 - 10000,8363,510515,MARYLAND CHOCO CHIP COOKIES 136G,COOKIES,1557,397116
5001 - 10000,8364,600078,DETTOL SKIN CARE SOAP 90G,SOAP ANTIBACTERIAL,2879,397103
5001 - 10000,8365,546403,HOME SEWING KIT PURPOSES,PIN NEEDLES,1151,396896
5001 - 10000,8366,525332,JAKE SOUR WILD STRAWBERRIES 100GM,SOFT SWEETS,1587,396750
5001 - 10000,8367,330146,NIVEA COOL KICK MEN LOT 100ML,BODY LOTIONS,2360,396724
5001 - 10000,8368,680240,CKR VCT2TRGY 2G TEFLON D/B/GREY,3 GAS+1 ELECTRIC COOKERS,67,396707
5001 - 10000,8369,970795,HOMEWARE MUG,MUGS,5982,396605
5001 - 10000,8370,677710,PREDATOR ENERGY CAN,CAN,4154,396553
5001 - 10000,8371,406710,ROSY H/SNT GEL FR/FLWS 500ML 6s,HAND SANITIZER,1372,396224
5001 - 10000,8372,653266,GOLD CAPP WHTE C/LATE 18GSTKS,MIXED COFFEE,6128,396207
5001 - 10000,8373,682816,ORANGE CRUNCH CHOCOLATE 40G,DARK,4304,396141
5001 - 10000,8374,654695,D/WHITE CHARDONNAY WINE 750ML,CHARDONNAY,403,395866
5001 - 10000,8375,404577,CUSSONS BABY FRESH NRSINGSOAP100G,BABY TOILETRIES,5692,395821
5001 - 10000,8376,573259,VANILLA HONEY SHOWER CEAM 500ML,SHOWER GELS FAMILY,769,395722
5001 - 10000,8377,329260,VON D/DOOR FRD VART-25NHS 220L SL,DOUBLE DOOR FRIDGE,9,395651
5001 - 10000,8378,410924,SWISS CHOCOLATE WAFERS 30G,WAFERS,7566,395648
5001 - 10000,8379,652961,LINDT LINDOR MILK 137G,PREMIUM CHOCO,311,395648
5001 - 10000,8380,675817,KITCH CLEAN ZESTY LEM 750ML,KITCHEN CLEANER,733,395612
5001 - 10000,8381,330129,MILLIONAIRE PRFM 100ML/95ML,PERFUMES,430,395272
5001 - 10000,8382,989622,LYONS M/WHIP(EGGLESS)DRS340MLT/D,POWDER SPICES,2133,395144
5001 - 10000,8383,652921,MILK SHORT CAKE BISCUITS200G,SHORT CAKE,2182,395017
5001 - 10000,8384,563738,MIKALLA HONEY&BUTTERCONDITIONER50,HAIR CONDITIONERS,1187,394975
5001 - 10000,8385,450046,MEAL PURE HONEY 300G,NATURAL HONEY,1871,394862
5001 - 10000,8386,371081,VIMTO SPARKLING DRINK 300ML,PET,10178,394836
5001 - 10000,8387,408731,CONTAINER750CC(PET)(LID ATTACHED),PLASTIC KITCHEN STORAGE,1117,394802
5001 - 10000,8388,501309,HOT&SPICY CHEVDO 100G,CHEVDA,3881,394791
5001 - 10000,8389,412908,CLEAR FILE A4 20 PCKET ASST 1PC,OFFICE STORAGE / BOX FILES,1409,394763
5001 - 10000,8390,280267,DETTOL AQUA MARINE 900ML,MULTIPURPOSE CLEANER,714,394610
5001 - 10000,8391,786800,WATER MELON SLICE PACK 500G,MELON,6574,394440
5001 - 10000,8392,220706,BALLET BABY POWDER 100G,BABY EMOLLIENTS,3574,394372
5001 - 10000,8393,501239,BARBEQUE SAUCE CRUNCHY CORN 12G,CORN PUFFS,30497,394357
5001 - 10000,8394,565494,M/PURPOSEDTRGNT500ML- FIZZYLEMON,DISHWASHING LIQUID,4502,394353
5001 - 10000,8395,400276,YOG PASSION 500ML CUP,FRUIT AND FLAVOURED YOGHURT,4385,394303
5001 - 10000,8396,600957,H/WASH MIXEDFRUIT 500ML,VALUE HANDWASH,2224,394270
